Puan	Yorum
1.0	Kampanyada denk geldim, evde bir küçüðü vardý ve takip ediyordum.. hemen aldým.. Kampanyalarý takip edin, gerçek fiyatýna göre yüzde 30 fark edebiliyor
0.0	Kotu aldým piþman oldum. Bi ise yaramaz
1.0	Ürün cok iyi. Bu kadar iyi olacagini tahmin etmedim. Evet pahali biraz. Ama gordugunuz gibi saglam kaliteli dokusu. Kaydirmak tabani. Burun dikiþ yeri biraz daha iyi olabilirdi. Yani dikiþsiz olabilirdir mesela. 42-44 arasi giyen herkese olur. Resimler 43 numara. Tesekurler
1.0	Ürün birebir göründüðü gibi tam bedeninizi alýn. Kargo da hýzlýydý.
1.0	Kamýþ göründüðünden daha kaliteli parasýný hakediyor.
1.0	güzel paketleme. hýzlý gönderim
1.0	"ürünün görünüþte kalitesi, duruþu oldukça iyi. hatta yaklaþýk ayný fiyata bilindik bir spor markasýndan(büyük indirime girmiþti) aldýðým üründen daha þýk durrdu. Ancak kendi bedenimi almama raðmen (1.79 boy, 7 kilo- L beden) kýsmen küçük geldi. Daha doðrusu tam oturdu. Biraz daha rahat etmek için geri verip bir büyüðünü sipariþ ettim. Kalýplarýnýn standardý konusunda þüphem oluþtu. Zira benim boy ve kilo oarntýma ve yorumlarda verilen satýcý bilgilerine göre ""L"" beden çok rahat olamlýydý. Ýnþallah yerine sipariþ ettiðim ""XL"" da bu defa çok büyük gelmez. Görselde sarý-mavi diyordu. Canlý bir lacivert tonunda geldi. FB'li olduðum için sorun deðil. Saygýlar..Fiyat-performnsýna göre oldukça iyi duruyordu."
0.0	37.5 38 giyerim, 36.5 anca oldu. Rahat bir ayakkabý. Açýk renkli olduðu için çok çabuk kirleniyor. Yaðmurda ýslanýnca renkleri aktý ve diðer kumaþ kýsýmlarda boya lekeleri kaldý, Skechers'tan beklemezdim þaþýrdým.
1.0	Tam yüzde yüz Stanley kalitesini alamadým. Kapak kýsmý tam güven vermiyor ancak sýcaklýk anlamýnda minimum 5 saat.
0.0	Kalýbý dar hep L beden giyerim keþke XL sipariþ etseydim. Cep kýsýmlarýnýn içi polar deðil plastik cep dikilmiþ. Boðaz kýsmý aþýrý dar hiç beklediðim çene detayýný yüzümde yansýtmýyor ve boðazýmý aþýrý darlýyor. Kol kýsýmlarý keainlikle kolu kavramýyor ve aþýrý bol, XL sipariþ etsem nasýl dururdu hiç bilmiyorum. Ben genel olarak bu kadar kalitesiz belkemiyordum. Dýþarda giymeyi düþünüyordum ancak sadece kýþýn evde giyeceðim ??
1.0	Termos kaliteli ondan þüphesi olmasýn kimsenin aðzý çok geniþ olmasý çok sýkýntý farkýnda olmadan aðýz bölgesini yakabilyorsunuz tek kusuru bu kusuru bilseydim farklý modelleri düþünürdüm.
1.0	Ürün çok kaliteli, tam sýkabilicek biri olduðunu düþünmüyorum belki Tuna Tavus yapabilir ama onu da zorlar baya.
1.0	Ürün güzel rahatiniza duskunseniz bir numara büyük almakta fayda var
1.0	Çok iyiler.
0.0	Kýrýk ve kullanýlmýþ ürün geldi
1.0	Kaliteli ürün teþekkürler.
1.0	Güzel, beklediðim cam saklama kabý idi lakin gelen plastik ama deðiþik mikrodalga da kullanýlýyor
1.0	Göründüðü gibi geldi tavsiye ederim
1.0	Kas gelistirmek için birbirebir
0.0	40 numara sipariþ verdim 41 geldi
1.0	Çok güzel bir ürün fiyatina göre gayet iyi.
1.0	Kaliteli su geçirmez
1.0	Mini Ocak takýlýyken çok rahat ve tam kapanýyor. Ancak onda da emniyet kolu olmadýðý için güvenip tüpte takýlý býrakamyorum. Dolayýsýyla ocak olmadan biraz bol kalýyor, tüp çantasýný açýp kapatýrken biraz zorluyor ama gayet kaliteli ve güzel bir çanta
1.0	Ürün fiyatýna göre iyi
1.0	Ürün kaliteli teslimat gayet hýzlýydý teþekkürler
1.0	Ayakkabý gerçekten kalite yani bir numara büyük alýn ki ayaðýnýza güzel olsun
1.0	Daha oncede kullandim,kaliteli ve uzun omurlu dayanikli urun.
1.0	Almadan önce tüm yorumlarý okudum bazý kullanýcýlar gelen iki ürün arasýnda sertlik farkýnýn olduðunu söylemiþler fakat bana gelenlerin ikisi de ayný sertlikte.Kaliteli ürün uygun fiyat ve hýzlý gönderim için teþekkürler Hepsiburada
1.0	Çok iyi 1 yaþ büyük alin sadece geç gelmesi bence alýn
0.0	Çok kalitesiz
1.0	Sorunsuz bir þekilde teslim aldým. Tertemiz paketli bir þekilde geldi tam numara
1.0	Fiyatýna göre kalitesi normal 
1.0	Güzel paketleme, hýzlý kargolama ve hýzlý Teslimat. Teþekkür ederim.
0.0	Ürün yazýlan fiyatýn yarýsýný hakediyor ona göre düþünüp alýn !
1.0	Geç geldi fakat ürün çok kullanýþlý, hasar problemi yoktu. Teþekkürler
1.0	Hiç kopma olmadý, beðendim.
0.0	Ürün söylediði gibi 10mm kalýnlýðýnda 2 tane lastik ile beraber geliyor. Pek esnek deðil, çabuk zedeleniyor.
1.0	10/10 5 yýldýz bir ürün
0.0	Tavsiye etmiyorum
1.0	Güzel tek kötü yaný kilolarý üstünde yazmýyor
1.0	Okul çocuklarý için mükemmel bir ürün
1.0	Metal yüksek sesli iþ görür fiyatýda uygun
1.0	Daha öncede almýstým yine aldým yaðmurdan korumalý idal tafsiye ederim
1.0	Orijinal ürün ve piyasaya göre fp ürün tavsiye ederim
1.0	Biraz daha keskin olabilirdi
0.0	Maleesef aldýðýma piþman oldum,ýlk oynamaya dýkýslerý sokuldu ve oðlum çok üzüldü!Telafý edersenýz sevýnýrým.
1.0	Ýstediðim gibi mükemmel
1.0	Yegenime aldým çok begendi
1.0	Beklentinizi büyütmeyin bu fiyata bu
1.0	Harika bir ürün
1.0	Ýyi bir misina
1.0	ürün güzel alýnýr
0.0	Siz müþterilerinize kullanilmiþ malzememi veriyorsunuz
1.0	Erkek arkadaþým bayýldý ??
1.0	Resimdeki gibi, sorunsuz teslimat. Teþekkürler
1.0	Güzel çok kiþi rarafýndan beðenildi
1.0	Eldiven takriben 15 günde geldi Erzincan’a sipariþ ettim dýþý içi çok güzel ve yumuþacýk piþman olmasýnýz
1.0	Aynýsý vardý kaybettik nurdan aldýk gayet güzel geldi
1.0	Idare eder
1.0	Fiyat performans ürünü.
1.0	gayet sýcak ve þýk
1.0	Ürün ve satýcý için yorum yapamayacaðým çünkü yorum yaþamadým.Sadece siteden doðru yaþadýðým þu sorun oldu,bayram tatili gibi ürünü aldým,tatil sonrasý bir hafta geçmesine raðmen ürün kargoya verilmedi,aramam sonucu ürünün satýcýnýn elinde kalmadýðý ve beni baþka bir satýcýya yönlendirip o satýcý üzerinden maduriyetimin giderileceði söylendi ve açýkçasý sorunsuz halledildi,yalnýz aramasam böylesi bir ayrýntý görülmeyecek ve bende ürünün kargoya verilmesini bekleyip duracaðým,bu konulara böylesi güvenli sitenin dikkat etmesi gerekiyor diye düþünüyorum,takipte önemli çünkü
0.0	Hemen tüylenme yaptý tavsiye etmiyorum
1.0	Ýlk bakýþta fiyat olarak yüksek görünse de ürün çok kaliteli ve saðlam arkadaþlara tavsiye ederim
1.0	Ürün sýcak tutma konusunda züccaciyede satýlan termoslardan tabii ki daha iyi. Onlar 2 3 saat sýcak tutuyorsa bu termos 4 5 saat sýcak tutuyor. Ancak ürünün þöyle bir problemi var: Ýçindeki içeceði içebilmeniz için arkasýndaki butona basmanýz gerekiyor. Ancak butona bastýðýnýzda buton da etrafýndan sýzdýrma yapabiliyor. Ýçmek için eðdiðinizde buton hemen üst tarafýnda kalýyor yani çok eðmeden dikkatli bir þekilde içmeniz gerekiyor. Çok saçma böyle bir sorun yaþamayý hiç beklemiyordum. Ve bana gönderilen ürüne özel bir sorun olduðunu düþünmüyorum. Bence kronik bir sorun bu. Satýcý orjinal ürün gönderdi. Paketlemisi çok iyidi. Öyle bir paketleme ile kargoda zarar görmesi mümkün deðil. Satýcýya teþekkürler.
1.0	6 aydýr aktif kullanýyorum, memnunum konforlu bir ürün tek olumsuz yaný dýþarýda 3 - 4 saat içinde sýcaklýðýný kaybetmeye baþlýyor. Bahsedildiði gibi sýcak içeceði doldurup kapaðý kapattýktan sonra butona ilk kez basacaðýnýz zaman yüzünüze yaklaþtýrmadan basýn, basýnç etkisiyle bir miktar sýcak hava çýkýþý oluyor.
1.0	çanta tam fiyat performans.
1.0	Ürünü çok beðenerek aldým.Ýnterspor maðazasý hemen kargoladý. Sadece vidalarý saklayan siyah plastik kapaklar pek saðlam deðil çabuk düþüyor  estetik açýsýndan vidalar gözüküyor. Onun dýþýnda eliptik bisiklet gayet baþarýlý sessiz. Tüm vücut kaslarýný çalýþtýrýyor. Ekran göstergesi okunaklý.
1.0	Parasýnýn hakkýný veren bir ürün.
1.0	Dayanýklý ve kullanýþlý. Tavsiye ederim
0.0	Cebin iç kýsmý kesilmiþ halde geldi
1.0	Çok kullanýþlý bir ürün teþekkür ederim
1.0	Paketlemesi özenliydi ve hýzlý geldi teþekkür ederim
1.0	Hýzlý gönderi için teþekkürler. Son derece keskin ve saðlam býçak.
1.0	Ürün orjinal güzel kutusunda geldi, maðazada kampanyaya girmesini beklemeye gerek yok, yaz boyu rahat rahat kullanmak için þimdiden aldým.
1.0	Güzel ürün. Kardeþime aldým sürekli yanýnda.
1.0	Ürün saðlam ve görselde ki gibi ayrýca hýzlý teslimat için teþekkürler
1.0	Fiyat performans ürünü indirimde iken alinir
1.0	Ürün gayet güzel þýk boyu birazcýk uzun kýsa olan montun altýndan görülebilir diye düþünüyorum ama belinizi açýkta býrakmayacak þekilde
1.0	Saðlam kac,ay oldu kullaniyorum
1.0	Harika çok kullanýþlý,kalýnlýðý da süper ýsýnmak ve þýklýk bir arada
1.0	Bayaðý bir araþtýrma yapýp aldým.  Gerçekten çok iyi. Almayý düþünenlere tavsiye ederim.
1.0	Ürün saðlam gelmedi lezee kýsmý çýkmýþ içinde oynuyordu piller piller ezikti
1.0	Fiyatýnýn hakkýný veren çanta.
0.0	Ürün %100 su geçirmez olmasýna ragmen su geçirdi degiþim için yolladýk 20 günü geçti hala bi degiþim yapmadýlar bekletiyor
1.0	Boyutu baya büyükmüþ hatta yanlýþ mý geldi acaba dedim.paketleme çok kötüydü.
1.0	Memnun kaldým teþekkür ederim
1.0	Esime aldým. Gayet güzel. Beðendi biraz ince
1.0	Ürünü çok beðendim oðlumun bisikletine taktým harika oldu çok da kullanýþlý herkese tavsiye ederim
1.0	Gerçekten çok beðendim. Büyük ve çok kullanýþlý
1.0	Þömine yakmak için aldým.Kullanýþlý ve iþlevsel.
1.0	güzel bir ürün ancak sanýrým boyuma (1.50) göre çapýný (38cm) büyük aldýðým için yatar pozisyonda bacak çalýþýrken ürün bacaklarýmýn arasýndan kaçýyor, yine de çok mennunum, kaliteli bir ürün, bacak ve kol çalýþtýrmada çok hoþuma gitti :)
1.0	Harika bi ürün  tavsiye ederim arkadaþlar. Güzel paketleme  tþk ederim
0.0	Ürün kalitesiz dökülüyor. Ýç kýsýmlarý
1.0	Tam istediðimiz ürün. Herkese tavsiye ediyoruz.
0.0	Tüy yapýyor
1.0	Çok iyi , rahat ve þarjý alalý 1 ay oldu 2 çizgi çok olmasada ara sýra binmeme raðmen henüz þarjý bitmedi - rahatlýk ihtiyaç konfor huzur hepsi bir arada tavsiye ederim
1.0	Hýzlý kargo ,resimle ayný ürün geldi
1.0	Güzel bu urun
1.0	Stanley kalitesi, üzerinde yazan saatlere uygun koruyor. 2 yýla yakýndýr kullanýyoruz bir sýkýntý yaþamadýk
1.0	Fermuar kýsmý siyah olandan istemiþtim ama satýcý fosforlu yeþil olandan göndermiþ 1 yýldýzý oradan kýrdým çok ince deðil iþ görür diye düþünüyorum
0.0	Ýstediðimiz rengi göndermedi
1.0	Thermo özelliði oldukça iyi,ürün anlatýldýðý gibi,deforme olmadý memnun kaldým.
1.0	8 yaþýndaki kýzým için aldým.genelde iyi diyor çok az bazen þu geciriyormus
1.0	Pipet sabit sanýyordum içine takýlýyormuþ kaybolda kýrýlsa nanay onun dýþýnda güzel su içme alýþkanlýðý için süper
1.0	Biraz yumuþak Ürün sert olsaydý daha güzel dururdu
0.0	Görünüþü güzel , dijitali çalýþýyor ama akýtma sorunu var ben çok sonra kullandým iade süresi geçti yoksa iade ederdim bütün çantam ýslandý keþke alýr almaz deneseydim
1.0	Guzel fiyatina gore alinir
1.0	Ürün çok güzel tam istediðim gibi ve kýsa sürede elime geçti. Teþekkür ederim...
0.0	Kesinlikle uzak durun ilk yýkamada o þiþme mont görüntüsü kayboldu içinde ki elyaf eridi sanki ayrýca koltuk altý dikiþleri kendi kendine söküldü boydan boya ve en fazla 3 ya da 4 kere giymeme raðmen kesinlikle tavsiye etmiyorum
1.0	Gayet hoþ.
1.0	Gayet iyi bir ürün 45 dakika Soðuk bekletiyor gerçekten ama usulen beklerken Üstü açýk kalmasýn diye þýk bir kapaðý olabilirdi
1.0	Zamanindan once geldi eyw
1.0	Urunun paketlemesi cok iyiydi. Zamanindan cok once geldi ve cok kaliteli bor urun cikti.
1.0	ürünü oðluma aldým. çok beðendi. güzel kaliteli ürün tavsiye edrim.
1.0	Gayet güzel kaliteli bu fiyata alýnabilecek en iyi set
1.0	Ürün özellikleri ile onnumara saðlam ve kaliteli polar, uygun fiyat dan aldým hem
1.0	Ürün kaliteli. Sýcak tutuyor ve kullanýþlý. Tek eksiði manþetleri esnek deðil. Kollarý sývayamýyorsunuz.
1.0	Askerde Örsel/Yakupoðlu klasik piyade botu 42 gitsem de tereddüt ederek 41 numara aldým, deneyince ince çoraplý 41 tam geldi . Özellikle keklik ve tavþan avýnda giyerim diye aldým, deneyip göreceðiz.
1.0	Pazartesi sipariþ verdim, Salý günü elimdeydi. Ýnanýlmaz kaliteli, þýk. Sýcaklýðý 20 saate yakýn koruyor, muazzam.
1.0	Daha hýzlý gelebilirdi.Süper ürün, fiyat iyi.
1.0	Bisiklet tekerleði ve top gibi ürünleri þiþirmek için aldým. gayette iþ görüyor. Tercih sebebim ucuz olmasýydý diðer pahalý pompalarla ayný iþlemi görüyor.
1.0	Tereddüt etsemde alýrken geldiðinde beklentinin üstündeydi fiyatýda uygundu
0.0	Ürün yanlardan bir süre sonra açýldý ve koku yapmaya baþladý. Sürekli kullaným için uygun deðil
1.0	sýcak tutuyor motorda denedým kalýte fena degýl
1.0	aile boyu kullanabilirsiniz, çok kaliteli bir ürün, tavsiyem ev içerisinde kullanmayýn boþaltmasý uzun zaman alýyor, balkon bahçe olursa alttan boþaltabilirsiniz.
1.0	Kaliteli ürün hýz limitini kaldýrýnca tehlikeli oluyor bir süre kullandýktan sonra limit kaldýrýlmasýný tavsiye ederim.Amortisörden kaynaklý esnemesi ve yaylanmasý güzel bozuk yollarda konforlu,þarjý ve hýz konusunda beni tatmin etti 4. scooter'ým oldu aralarýnda en iyisi þimdilik bu,50 km kadar 30-35 km hýz arasý götürür maksimum hýzýda full þarjda 45 oluyor.
1.0	Güzel polar ceket. Eðer iki beden arasýnda kalýyorsanýz büyük olaný tercih etmenizi öneririm. Keþke fermuarýn rengi de siyah olsaymýþ
1.0	Güzel ayakkabý ama yurtdýþý olduðu çok belli bide 1 seneden fazla zor giyersiniz
1.0	Ürün iyi bir þekilde paketlenmiþ geldi. Ben bir sýkýntý yaþamadým.
0.0	50 liralýk ürün dikiþleri ve cep astarlarý periþan
0.0	Asla almanýzý tavsiye etmem 2 hafta önce aldým Nike yazýsýnýn yarýsý yok saki 1 yýldýr kullanýyorum söküldü gitti
1.0	Gayet Güzel, Memnunum
1.0	Süper Ürün Gayette Þahane...
1.0	gayet baþarýlý .büyüklüðü ideal.zamanýnda kargo. pompa çýkmýyor bu nedenle kendim þiþiririm heyecanýna kapýlýp hata yapmayýn onuda temin edin
1.0	Çok güzel bir ürün hediye içinde teþekkrüler
1.0	Uzun zamandýr takipte olduðum bir ürün, fiyat indirimi denk geldi ve aldým. Firma hýzlý ve saðlam kargoladýðý için teþekkür ederim.  QR code taratýp garanti sürecini baþlattým. Ürün ve marka ile alakalý ekstra bilgi vermeye gerek yok. Bu iþin en iyilerinden birisi, ihtiyacý olana öneririm.
1.0	Ürün tek kelime ile harika herkese tavsiye ederim
1.0	Oðlum için teþvik edici çok güzel oldu
1.0	Ayaðýma rahat oldu su testi yapýldý su geçirmiyor , ürün bir günde geldi teþekkür ederim
1.0	Þu anlýk güzel görünüyor ama daha giyip top oynamak nasip olmadý ama güzel
1.0	Sipariþ ettiðim gün hazýrlandý ertesi gün aras kargo ile hýzlý ca geldi ürün kaliteli ince sibop için de giriþi var çok güzel yanýnda herhangi bir top þiþirme aparatý gelmedi olsun benim için önemli deðil ama yinede haberiniz olsun paketleme güzeldi þiþirme si fln iyi ama yüksek psi larda (100psi bandýnda) þiþirirken zorlýyacaktýr sizi olsun boyuna göre iyi iyi çýkarýyor
1.0	Beklediðimden de çok iyi çýktý mükemmel ötesi bir ürün fiyatý da çok çok iyi
1.0	Ürün gayet güzel paketlenmiþ bir þekilde elime ulaþtý. Aðýrlýklar boyut olarak biraz büyük ama iþimi görüyor.
1.0	Hýzlý teslimat
1.0	Numaranýz neyse onu, alýn. Duruþu ve ayaktaki hissi gayet güzel. Hýzlý kargo ve paketleme için teþekkür ederim.
1.0	Ürünler mukemmel. Hýzlý teslimat için Teþekkürler
0.0	ürün orijinal deðil ve acýk kullanýlmýþ geliyor kesinlikle almayýn ben bin piþman oldum.
1.0	Ürün gayet baþarýlý tavsiye ederim ??
1.0	Fiyatina gore guzel is gorur??
1.0	Þahsýma yönelen köpekleri kaçýrmakta iþe yaradý. Ancak kullanýcýlara bir uyarý yapmanýn faydalý olduðunu düþünüyorum tüm bu tarz aletler için. Köpekler diþ gösterip, saldýrmalarýna ramak kaldýðý evrede iþe yaramýyor. O noktada hayvanýn heyecan seviyesini yenecek bir çözüm mümkün olmuyor. O sebeple kullanmak için köpeklerin diþ göstermesini beklemeyin. Bunun yaný sýra uyuyan ya da size karþý herhangi bir tepki/ilgi göstermemiþ hayvana da uygulamayýnýz. Muhtemelen sinirlendireceksiniz. Bir de son olarak bazý köpeklerde ultrasonik saðýrlýk oluyor. Bizim oradaki 4 köpeklik bir grupta 1 köpek sesi algýlamýyor. Alfalarý kaçtýðý için o da kaçýyor. Farklý marka cihazlara karþý da ayný tepkiyi aldýk.
1.0	Hýzlý kargo özenli kargolama
1.0	Acayip iyi bir ayakkabý mükemmel duruyor ayakta
0.0	Low quality
0.0	Alalý 2 gün oldu bir tanesi elimde kaldi, koptu.
1.0	Ürün Biraz Geç kargoya verildi. Resimdeki gibi geldi.Ýlk olarak baðcýk kýsa kalýyor ve yanlara açma yapýyor onun haricinde ayakkabýnýn oyun içindeki performansýndan gayet memnun kaldým.Ýçinden çýkan not içinde satýcýya teþekkür ederim..
1.0	Aynen beklediðim gibi iyi kalitede ve renkte geldi
1.0	Gayet indirimli aldýðýmýz montlar kaliteli ve çok þýk
1.0	Çok güzel harika
1.0	Güzel bir ürün.
0.0	M beden bol geldi L beden dar geldi beðenmedim  fotoðraftaki gibi deil dikim hatalarý var sað tarafý dar gibi hissediyon sol taraf aþiri bol Deðiþik  biþi kemal sunalýn ekmeði  misali biçim  yok
0.0	Kýrýk geldi deðiþtireceðim
1.0	güzel ürün 3 gündür kulanýyorum
1.0	Güzel sarjli ve çok kuvvetli bir isik
0.0	aldýðým satýcý vans göndermiþ bari numarasý ayný olsaydý…
1.0	Güzel ve kullanýþlý ürün.
1.0	Denemek için koyduðum kaynar su ikinci günün sonunda hala el yakýyordu güzel ürün
0.0	Ürünün çantasýnýn fotoðraftakinden farklý (ürün açýklamasýnda belirtildiði gibi keçe deðil, sapý da dandik) olmasýný bir yana býrakýyorum, kaplarýn termos, çantanýn içi de yalýtým kaplý olduðu halde ýsý koruma performansýnýn bu kadar düþük olacaðýný beklemiyordum doðrusu. Kullaným talimatýmda tarif edildiði gibi yemek koymadan önce kaynar su doldurup beklettiðim halde sabah sýcak koyduðum yemekler öðlene soðumuþtu.. 
1.0	Ayakkabý süper. 42 numara istedim.Kalýp küçük, sýðmadý. Ýade gönderdim 43.5 sipariþ ettim. Sabýrsýzlýkla bekliyorum
1.0	Fiyat performans açýsýndan çok güzel bir ayakkabý
1.0	Gayet güzel teþekkürler
1.0	Iþýk güzel ürün iyi biraz aðýr sabitlemek biraz zor ama kalite
